Video_ID,Title,beautiful,funny,ingenious,ok,fascinating,total_count,persuasive,inspiring,longwinded,informative,jaw-dropping,obnoxious,confusing,courageous,unconvincing,Totalviews,Retention_time_in_days,Video_Length_(sec),Nb_Words_in_Transcript_(without_tags),Words_per_second,Keywords,Is_a_Talk?
2343,Soon we'll cure diseases with a cell  not a pill,14,5,72,47,168,917,78,140,19,303,21,8,11,11,20,1225578,482,1055,2665,2.52606635071,cancer;disease;future;health;health care;history;illness;innovation;medical research;medicine;microbes;microbiology;molecular biology;pharmaceuticals;physiology;psychology;science;synthetic biology,Yes
2344,Design at the intersection of technology and biology,183,5,225,29,411,1635,13,313,10,227,155,18,16,20,10,1473170,481,1056,2293,2.17140151515,architecture;biology;design;innovation;manufacturing;materials;microbiology;nature;product design;technology,Yes
2345,Home is a song I've always remembered,296,3,6,30,54,552,5,100,6,12,4,5,14,11,6,1009545,479,649,637,0.981510015408,guitar;live music;music;performance;piano,No
2346,The future of flying robots,130,40,145,62,233,1179,16,236,4,248,43,4,3,7,8,1236864,475,789,1924,2.43852978454,tedx;agriculture;bees;biomimicry;computers;demo;design;drones;engineering;farming;flight;garden;innovation;insects;machine learning;plants;robots;science;technology,Yes
2348,How we can make the world a better place by 2030,30,7,38,77,143,1324,112,396,15,402,9,3,15,42,35,1038538,476,879,2218,2.52332195677,big problems;economics;future;global development;global issues;goal-setting;policy;statistics,Yes
2349,Why medicine often has dangerous side effects for women,33,10,40,47,176,1531,231,148,35,661,54,9,7,60,20,1361921,474,929,1898,2.04305705059,tedx;disease;health;health care;heart health;medical research;medicine;women,Yes
235,The search for the true face of Leonardo,109,28,278,71,515,2016,320,80,1,302,196,7,10,34,65,1188713,3226,264,669,2.53409090909,art;demo;design;entertainment;history;technology,Yes
2351,The unexpected beauty of everyday sounds,474,61,63,39,261,1368,23,309,8,82,24,1,4,9,10,950341,472,783,1743,2.22605363985,ted fellows;art;creativity;culture;language;music;nature;sound,Yes
2352,The secret US prisons you've never heard of before,13,17,11,54,115,1814,100,158,20,515,181,40,6,551,33,2151403,469,895,2207,2.46592178771,ted fellows;communication;crime;journalism;prison;privacy,Yes
2353,Two nameless bodies washed up on the beach. Here are their stories,34,6,5,34,72,972,69,178,1,283,67,6,2,207,8,1143359,473,881,2477,2.81157775255,europe;middle east;death;global issues;identity;journalism;war,Yes
2354,How CRISPR lets us edit our DNA,84,5,129,49,412,1781,140,141,17,524,165,12,14,74,15,1631260,468,953,2358,2.47429171039,crispr;dna;biotech;engineering;future;genetics;health;innovation;medical research;medicine;molecular biology;philosophy;science;software;synthetic biology;technology;virus,Yes
2356,An Internet without screens might look like this,68,56,79,111,109,1153,42,258,45,238,16,17,26,2,86,1544264,466,503,1143,2.27236580517,tedx;design;future;happiness;humanity;invention;technology,Yes
2357,The enchanting music of sign language,366,80,31,17,199,1305,28,322,5,169,18,0,7,63,0,1149751,460,917,1698,1.85169029444,ted fellows;art;communication;composing;language;music;sound,Yes
2358,A boat carrying 500 refugees sunk at sea. The story of two survivors,313,13,7,28,58,1427,145,419,15,145,56,13,10,189,16,1398436,454,1155,2377,2.05800865801,middle east;tedx;global issues;government;humanity;immigration;policy;politics;poverty;social change;society;trafficking;war,Yes
2359,Deep under the Earth's surface  discovering beauty and science,245,11,19,62,346,1051,19,67,24,152,37,2,12,46,9,1377511,465,877,2097,2.39110604333,south america;adventure;beauty;biodiversity;ecology;environment;exploration;geology;glacier;photography;science;science and art,Yes
236,A look inside the brain in real time,25,26,243,122,663,2421,95,217,10,439,385,14,49,48,85,1375587,3234,242,697,2.88016528926,biology;brain;business;demo;medicine;science;technology;visualizations,Yes
2361,How to stay calm when you know you'll be stressed,311,109,102,463,276,3436,324,326,92,1054,35,32,73,58,181,6974855,458,740,2227,3.00945945946,brain;cognitive science;health;medicine;memory;mental health;neuroscience,Yes
2362,How data from a crisis text line is saving lives,178,38,61,24,79,1151,38,387,0,144,62,15,0,120,5,726807,455,579,1382,2.38687392055,activism;big problems;communication;data;pain;policy;society;technology;youth,Yes
2363,How I teach kids to love science,71,33,111,41,168,1192,76,393,7,198,21,0,6,58,9,1524396,461,588,1622,2.75850340136,ted fellows;collaboration;design;education;environment;global issues;green;innovation;invention;oceans;water,Yes
2364,Social services are broken. How we can fix them,25,8,37,11,28,787,130,277,16,178,14,1,14,36,12,657787,462,1015,3008,2.96354679803,big problems;community;relationships;social change,Yes
2365,Art that lets you talk back to NSA spies,14,61,60,34,39,580,28,111,12,95,5,10,12,83,16,939837,459,776,1782,2.29639175258,europe;internet;surveillance;art;communication;democracy;government;intelligence;politics;security;technology;telecom,Yes
2366,A musical escape into a world of light and color,303,16,61,73,120,828,3,134,15,9,34,12,9,3,36,1276720,451,691,16,0.0231548480463,art;creativity;guitar;innovation;live music;music;performance,No
2368,Forget Wi-Fi. Meet the new Li-Fi Internet,36,13,314,63,356,1866,33,264,4,538,173,9,11,10,42,1722098,452,444,993,2.23648648649,internet;communication;demo;design;infrastructure;innovation;invention;solar;web,Yes
237,The call to learn,225,1239,432,118,640,4797,65,771,125,176,362,195,272,92,85,2212422,3232,1077,2732,2.53667595172,culture;education;science;technology;web,Yes
2370,This is what LGBT life is like around the world,224,22,7,41,28,972,18,244,5,163,3,12,5,171,29,1450402,448,710,1791,2.52253521127,gender equality;lgbt;film;global issues;love;relationships;social change;society;travel,Yes
2371,Why sneakers are a great investment,19,217,93,42,304,1306,50,54,14,377,59,27,8,12,30,1706889,441,711,1757,2.4711673699,brand;advertising;data;economics;fashion;investment;marketing;shopping,Yes
2372,How I'm working for change inside my church,112,7,21,50,45,1211,96,225,42,140,21,58,42,219,133,1416915,445,756,1896,2.50793650794,god;ted fellows;activism;community;faith;feminism;identity;inequality;personal growth;religion;society;women,Yes
2373,What are animals thinking and feeling?,834,42,33,50,487,3415,484,676,22,546,79,18,20,104,20,1842520,438,1166,2649,2.27186963979,animals;biodiversity;biology;birds;brain;cognitive science;consciousness;conservation;empathy;environment;evolution;fish;life;love;mental health;mind;mission blue;monkeys;neuroscience;oceans;science,Yes
2374,The chilling aftershock of a brush with death,28,5,3,17,86,655,48,127,17,108,22,6,11,158,19,737209,444,930,2266,2.43655913978,ptsd;tedx;death;global issues;iraq;military;mind;pain;psychology;violence;war,Yes
2375,Why great architecture should tell a story,247,10,193,43,375,1498,38,319,12,168,27,5,9,36,16,1895783,382,986,2493,2.52839756592,architecture;cities;collaboration;community;creativity;design;engineering;environment;industrial design;innovation;productivity;public spaces;technology;urban planning;work,Yes
2377,Why are these 32 symbols found in ancient caves all over Europe?,186,11,45,157,420,1590,62,110,58,447,19,14,25,11,25,2347126,437,725,1888,2.60413793103,europe;ted fellows;ancient world;anthropology;art;communication;history;humanity;invention;language;science;science and art;visualizations;writing,Yes
2379,My country will be underwater soon -- unless we work together,14,8,3,32,23,430,74,62,12,111,7,11,5,58,10,1022591,439,1275,3365,2.63921568627,big problems;climate change;environment;fish;future;global issues;humanity;mission blue;natural disaster;oceans;policy;politics;pollution;science;social change,Yes
2380,Why the best hire might not have the perfect resume,152,228,87,130,272,4233,584,1863,19,549,26,15,21,239,48,2848553,433,631,1222,1.93660855784,business;decision-making;entrepreneur;failure;goal-setting;mental health;personal growth;productivity;success;women in business;work,Yes
2382,My year reading a book from every country in the world,164,24,62,71,213,1450,111,515,16,205,8,15,11,31,4,1375433,434,723,1860,2.57261410788,books;goal-setting;library;literature;personal growth;writing,Yes
2383,How new technology helps blind people explore the world,54,26,66,34,87,747,9,228,9,75,9,6,4,138,2,1151253,424,569,1062,1.86643233743,ai;communication;data;demo;future;innovation;interface design;invention;open-source;sight;technology,Yes
2384,The US needs paid family leave -- for the sake of its future,30,14,12,36,41,1114,227,170,4,261,52,2,7,229,29,1334830,425,945,2560,2.70899470899,tedx;activism;big problems;economics;family;future;government;health;health care;humanity;parenting;social change;society;women;women in business;work,Yes
2385,How we're growing baby corals to rebuild reefs,181,5,16,12,163,924,72,212,0,218,18,0,0,27,0,665422,426,826,2338,2.83050847458,ted fellows;animals;biology;climate change;environment;exoskeleton;microbiology;mission blue;nature;oceans;pollution;science;water,Yes
2387,The untapped genius that could change science for the better,86,5,18,27,29,701,34,232,20,82,6,8,15,129,10,992343,420,822,1806,2.19708029197,ted fellows;astronomy;future;goal-setting;identity;inequality;physics;potential;race;science;society;space;universe;women,Yes
2388,Forget shopping. Soon you'll download your new clothes,150,28,98,109,170,976,12,120,44,140,26,7,8,34,30,1513053,419,380,1022,2.68947368421,tedyouth;art;business;design;fashion;future;invention;manufacturing;materials;shopping,Yes
2389,The four fish we're overeating -- and what to eat instead,6,17,21,32,157,1139,221,152,9,458,21,2,3,26,14,1453523,413,864,2720,3.14814814815,animals;biotech;ecology;fish;food;innovation;mission blue;oceans;science,Yes
239,Sputnik mania,30,8,5,44,76,371,9,41,0,123,8,10,5,5,7,280445,3225,230,506,2.2,education;history;math;politics;science;space;technology;war,Yes
2390,The secrets I find on the mysterious ocean floor,131,4,8,45,81,500,4,39,9,156,7,1,11,4,0,1431519,327,681,2161,3.17327459618,tedx;adventure;ancient world;animals;beauty;biodiversity;biology;chemistry;climate change;ecology;environment;exploration;future;history;life;nature;oceans;science;water,Yes
2391,How germs travel on planes -- and how we can stop them,5,7,275,62,131,1167,95,167,7,353,22,8,4,15,16,1630040,417,388,1156,2.9793814433,tedyouth;aircraft;bacteria;design;engineering;flight;health;illness;innovation;invention;physics;science;transportation,Yes
2392,A beatboxing lesson from a father-daughter duo,76,207,46,57,105,714,4,42,11,16,66,52,10,9,13,1965204,416,421,586,1.3919239905,tedyouth;art;entertainment;family;live music;music;performance,No
2393,What happens when a city runs out of room for its dead,22,68,15,83,55,545,13,8,11,212,6,4,22,15,11,1399690,411,529,1548,2.92627599244,ted fellows;tedx;aging;architecture;cities;death;design;humanity,Yes
2394,A hilarious celebration of lifelong female friendship,242,331,9,51,62,1456,47,417,21,103,4,25,18,101,25,1853101,410,944,2463,2.60911016949,gender equality;aging;comedy;friendship;humanity;humor;identity;interview;life;personal growth;relationships;self;women,Yes
2395,An underwater art museum  teeming with life,468,25,112,24,176,1400,82,308,17,96,49,14,6,15,8,1373390,405,669,1492,2.23019431988,art;creativity;design;ecology;entertainment;fish;life;mission blue;nature;oceans;science and art;water,Yes
2396,Have we reached the end of physics?,64,25,38,54,361,1394,68,109,10,498,87,11,25,21,23,2092327,392,837,2464,2.94384707288,big bang;complexity;dark matter;exploration;future;innovation;nature;physics;science;space;technology;universe,Yes
2398,Governments don't understand cyber warfare. We need hackers,11,14,19,73,62,826,113,64,14,284,9,16,30,66,51,1164063,406,568,1334,2.3485915493,internet;surveillance;activism;communication;computers;data;future;government;leadership;military;policy;security;technology;terrorism;violence;war;web,Yes
2399,What makes a good life? Lessons from the longest study on happiness,3196,114,150,230,2068,17625,1369,7402,111,2339,176,29,24,298,119,12664552,404,766,1710,2.23237597911,tedx;aging;data;friendship;happiness;health;humanity;life;relationships;society;time;work-life balance,Yes
2400,Let's design social media that drives real change,128,6,24,36,42,1154,189,295,10,185,16,7,7,191,18,1238426,383,814,1724,2.11793611794,egypt;internet;middle east;activism;big problems;collaboration;communication;computers;democracy;entrepreneur;government;innovation;media;motivation;politics;social change;social media;society;state-building;web,Yes
2401,How frustration can make us more creative,167,21,107,75,273,2145,298,757,22,300,20,4,11,72,18,2211315,385,932,2219,2.38090128755,cognitive science;collaboration;composing;creativity;innovation;music;potential;psychology;success;work,Yes
2402,How we'll find life on other planets,165,26,30,92,138,1108,24,253,8,262,12,30,11,31,26,1463611,390,325,749,2.30461538462,planets;ted fellows;art;astronomy;children;computers;education;exploration;extraterrestrial life;future;life;space;technology;universe;women,Yes
2403,How to use data to make a hit TV show,29,78,33,93,182,1221,103,142,28,440,8,3,15,20,47,1411875,391,745,2187,2.9355704698,tedx;algorithm;brain;data;decision-making;intelligence;media;technology,Yes
2404,4 ways we can avoid a catastrophic drought,14,4,33,26,35,587,102,90,10,249,5,1,1,8,9,970736,389,817,2317,2.83598531212,tedx;chemistry;climate change;design;engineering;environment;future;global issues;industrial design;infrastructure;innovation;population;public health;sustainability;urban planning;water,Yes
2405,This is what happens when you reply to spam email,199,6736,1561,129,819,10775,72,361,44,347,176,54,15,205,57,12797060,388,588,1245,2.11734693878,comedy;communication;curiosity;humor;technology,Yes
2406,I love being a police officer  but we need reform,122,31,17,36,30,888,87,267,18,109,6,1,6,140,18,929839,384,787,2227,2.82973316391,tedx;big problems;community;crime;faith;law;peace;policy;security;society;violence,Yes
2407,How I turned a deadly plant into a thriving business,143,4,183,69,113,1134,26,375,7,117,4,1,0,88,4,1665985,375,437,942,2.15560640732,africa;agriculture;botany;business;creativity;environment;green;innovation;materials;nature;plants;potential;product design;sustainability;water;women in business,Yes
2409,The mysterious world of underwater caves,131,10,13,47,258,939,15,89,17,215,58,12,0,63,11,1400075,381,409,1002,2.44987775061,tedyouth;adventure;climate change;curiosity;ecology;environment;exploration;green;nature;plants;robots;science;sustainability;technology;water,Yes
241,A new kind of music video,132,1,44,170,53,967,8,59,42,17,24,70,111,15,221,464373,3224,240,289,1.20416666667,animation;art;demo;design;entertainment;film;music;online video;visualizations,No
2410,Shape-shifting tech will change work as we know it,64,19,187,38,331,1234,21,194,5,178,113,7,11,25,41,1314947,356,562,1506,2.67971530249,tedx;collaboration;computers;creativity;design;engineering;future;industrial design;innovation;invention;materials;potential;product design;technology,Yes
2411,Can a computer write poetry?,76,23,44,37,123,683,31,103,14,141,12,6,14,15,44,718575,376,656,1719,2.62042682927,ai;tedyouth;tedx;algorithm;composing;computers;creativity;identity;language;literature;poetry;technology;writing,Yes
2412,How we can make crops survive without water,92,9,84,41,138,794,52,80,8,239,25,3,6,6,11,1276584,377,836,2209,2.64234449761,africa;bioethics;agriculture;biology;biotech;botany;chemistry;climate change;environment;food;garden;genetics;global issues;microbiology;nature;plants;potential;science;sustainability;water;weather,Yes
2413,Capitalism will eat democracy -- unless we speak up,126,22,123,30,362,2619,333,421,24,606,38,32,60,337,105,2084153,371,1191,2759,2.31654072208,europe;united states;activism;big problems;business;capitalism;democracy;economics;finance;global issues;government;investment;leadership;money;politics;society,Yes
2414,Glow-in-the-dark sharks and other stunning sea creatures,192,9,21,6,311,987,17,64,4,258,82,1,7,9,6,1776913,370,834,2224,2.66666666667,adventure;beauty;biodiversity;biology;environment;exploration;fish;life;mission blue;nature;neuroscience;oceans;photography;science;submarine;water,Yes
2415,The unheard story of the Sistine Chapel,243,6,17,53,340,1343,37,150,35,365,41,10,18,7,21,1391602,374,1053,2762,2.62298195632,christianity;god;art;beauty;creativity;culture;history;museums;painting;religion;visualizations,Yes
2416,Should you be able to patent a human gene?,28,9,24,23,68,711,34,164,5,179,45,7,6,110,9,1027737,369,1085,2697,2.48571428571,debate;tedx;activism;biotech;cancer;genetics;government;health;health care;innovation;law;leadership;medical research;medicine;nature;pharmaceuticals;policy;public health;science;society;technology,Yes
2417,A delightful way to teach kids about computers,309,116,60,84,176,1618,60,470,35,132,12,27,31,65,41,1506684,364,663,1821,2.74660633484,internet;tedx;algorithm;code;computers;creativity;design;education;future;parenting;product design;programming;software;storytelling;technology;web,Yes
2418,Our campaign to ban plastic bags in Bali,157,29,31,61,72,1422,111,640,10,59,29,11,3,207,2,1128263,367,660,1624,2.46060606061,activism;big problems;consumerism;education;environment;future;global development;materials;oceans;plastic;pollution;sustainability;youth,Yes
2419,A robot that runs and swims like a salamander,30,13,92,46,116,601,16,63,5,160,30,7,7,14,2,1303540,368,850,2623,3.08588235294,animals;biology;biomechanics;biotech;design;engineering;future;innovation;invention;nature;neuroscience;physics;robots;technology,Yes
242,Questioning the universe,199,69,235,138,1013,4068,193,745,43,681,290,44,41,292,85,8215840,3223,612,1055,1.72385620915,string theory;evolution;math;physics;science;time;universe,Yes
2420,A simple way to break a bad habit,156,26,213,207,606,5127,788,1047,44,1791,33,3,48,44,121,6163157,362,564,1507,2.6719858156,tedmed;brain;choice;cognitive science;curiosity;decision-making;health;illness;meditation;mental health;mind;mindfulness;motivation;nature;neuroscience;obesity;personal growth;science,Yes
2423,Economic growth has stalled. Let's fix it,13,20,16,68,35,628,114,57,19,124,1,18,31,32,80,1370231,357,844,2100,2.48815165877,united states;business;capitalism;china;democracy;economics;finance;future;global development;global issues;government;leadership;money;policy;society,Yes
2425,How we'll fight the next deadly virus,87,0,9,23,14,521,68,145,3,102,1,0,4,60,5,1119984,361,577,1743,3.02079722704,africa;big problems;disease;ebola;future;genetics;global issues;health;humanity;illness;innovation;medical research;medicine;pandemic;public health;science,Yes
2426,Special Olympics let me be myself -- a champion,103,2,4,16,30,1004,63,360,8,121,15,2,1,273,6,1042277,360,852,1376,1.61502347418,tedx;bullying;community;disability;health;identity;inequality;motivation;personal growth;play;potential;self;social change;sports,Yes
2427,The case for fish farming,12,6,27,12,83,795,147,135,13,300,9,8,13,13,17,1148323,354,918,2553,2.78104575163,big problems;biodiversity;business;consumerism;ecology;environment;fish;food;global issues;innovation;mission blue;oceans;sustainability,Yes
2428,The problem with race-based medicine,15,3,8,36,47,691,82,77,22,218,22,32,15,38,76,936520,353,876,1589,1.81392694064,slavery;activism;big problems;disease;health;health care;illness;inequality;law;medical research;medicine;public health;race;social change;society;sociology,Yes
2429,The brain may be able to repair itself -- with help,56,9,163,40,410,1495,33,200,6,417,101,4,12,43,1,2002731,350,694,1553,2.23775216138,surgery;brain;health;medical research;medicine;mind;neuroscience;science,Yes
243,New thinking on the climate crisis,68,57,83,129,337,6182,1169,1426,119,1046,531,208,73,651,285,1659341,3219,1674,3174,1.89605734767,activism;climate change;global issues;politics;science,Yes
2430,How I'm discovering the secrets of ancient texts,42,1,67,27,237,789,19,112,11,229,27,4,2,11,0,730097,355,727,1813,2.49381017882,tedx;ancient world;archaeology;books;computers;creativity;culture;history;library;literature;science;society;technology,Yes
2431,How to make a profit while making a difference,29,3,9,88,50,656,127,146,5,128,7,6,5,31,22,1581391,341,754,2075,2.75198938992,business;finance;social change;sustainability,Yes
2432,This computer will grow your food in the future,181,62,221,38,359,1899,64,481,17,299,100,17,7,29,24,1510660,328,955,2636,2.76020942408,vaccines;agriculture;biomechanics;biotech;botany;chemistry;climate change;collaboration;data;design;ebola;ecology;education;engineering;environment;food;future;garden;green;innovation;nature;open-source;potential;science;software;sustainability;technology;virus;water,Yes
2433,Why we need gender-neutral bathrooms,267,46,16,77,26,1772,226,298,26,165,23,72,39,360,131,1483804,339,710,1488,2.09577464789,gender spectrum;lgbt;tedx;transgender;design;future;gender;identity;social change;storytelling,Yes
2434,Dive into an ocean photographer's world,513,6,6,15,269,1514,73,348,4,121,107,2,4,40,6,837003,336,610,1384,2.26885245902,adventure;animals;beauty;biodiversity;conservation;curiosity;ecology;environment;exploration;fish;future;global issues;mission blue;nature;oceans;photography;science and art;sustainability;water,Yes
2435,10 ways to have a better conversation,1243,1361,406,153,1529,11604,1361,2294,23,2901,90,30,25,151,37,6438811,349,704,1983,2.81676136364,tedx;communication;interview;language;personal growth,Yes
2436,What really happens when you mix medications?,33,31,142,41,224,1299,117,101,8,550,17,5,7,12,11,1506619,334,881,2554,2.8989784336,internet;tedmed;big problems;complexity;curiosity;data;depression;health;health care;illness;innovation;medical research;medicine;pharmaceuticals;potential;science,Yes
2437,How yarn bombing grew into a worldwide movement,148,43,40,66,40,555,18,120,2,17,6,4,5,27,19,1157558,335,330,988,2.99393939394,tedyouth;beauty;community;creativity;entertainment;materials;public spaces;street art,Yes
2438,My year of saying yes to everything,1012,201,71,111,299,4796,265,1771,114,177,75,81,37,521,61,2697377,348,1124,3053,2.71619217082,children;creativity;culture;decision-making;family;identity;motivation;parenting;personal growth;television;work;work-life balance;writing,Yes
2439,What the discovery of gravitational waves means,166,18,76,81,482,1793,27,278,39,425,80,20,36,31,34,1909522,347,658,1586,2.4103343465,astronomy;cosmos;curiosity;exploration;nature;physics;science;space;technology;universe,Yes
2440,Meet the dazzling flying machines of the future,269,25,301,94,638,2526,23,307,16,458,347,5,8,26,9,1939660,346,695,1031,1.48345323741,beauty;creativity;demo;design;drones;flight;future;invention;technology,Yes
2441,The case for optimism on climate change,220,15,33,16,165,2930,468,921,22,675,94,30,12,218,41,1481581,343,1520,3790,2.49342105263,alternative energy;climate change;energy;science;weather,Yes
2442,What do you think when you look at me?,1072,53,60,116,318,6340,442,1733,22,599,70,48,20,1663,124,2018144,342,976,2080,2.13114754098,islam;united states;culture;faith;politics,Yes
2443,Uber's plan to get more people into fewer cars,13,27,95,59,143,1095,99,183,13,310,21,39,10,31,52,1471054,332,1158,3118,2.69257340242,brand;internet;business;cars;china;cities;driverless cars;economics;entrepreneur;environment;future;green;india;innovation;invention;investment;mobility;pollution;potential;society;software;sustainability;technology;transportation;web,Yes
2445,Why your doctor should care about social justice,18,6,3,42,13,416,64,78,14,93,5,10,3,46,21,1034719,340,829,1589,1.91676718938,aids;africa;tedmed;united states;big problems;disease;global issues;government;health;health care;illness;inequality;medical research;medicine;public health;race;social change;virus,Yes
2447,How Airbnb designs for trust,104,105,132,35,329,1911,136,614,12,300,22,13,3,91,15,1839487,322,951,2121,2.23028391167,behavioral economics;business;collaboration;community;culture;design;economics;entrepreneur;future;innovation;potential;privacy;product design;relationships;social change;technology;trust;urban planning,Yes
2448,Teach girls bravery  not perfection,327,26,66,60,379,5440,605,2036,18,511,73,25,12,1280,22,2955460,329,759,1824,2.40316205534,children;code;computers;education;future;inequality;innovation;motivation;personal growth;potential;programming;social change;software;teaching;women,Yes
2449,Our refugee system is failing. Here's how we can fix it,53,8,77,27,57,1588,231,436,9,356,19,26,15,198,76,747439,333,1089,2606,2.39302112029,europe;middle east;big problems;disaster relief;economics;failure;fear;future;global issues;government;policy;politics;potential;refugees;security;social change,Yes
245,Free or cheap Wii Remote hacks,159,132,3230,80,1681,10112,158,1334,8,836,2368,14,15,88,9,5401615,3216,340,877,2.57941176471,business;demo;design;education;entertainment;gaming;hack;technology,Yes
2451,The gospel of doubt,609,90,92,47,188,3178,289,1039,37,88,81,18,50,470,80,1051448,325,1099,2654,2.41492265696,god;big problems;business;capitalism;community;education;faith;inequality;social change;society,Yes
2452,This country isn't just carbon neutral -- it's carbon negative,791,57,87,51,259,3698,387,1405,6,334,82,8,26,197,8,1713861,325,1134,2192,1.93298059965,buddhism;alternative energy;beauty;big problems;climate change;democracy;ecology;economics;environment;future;global development;global issues;goal-setting;government;green;happiness;humanity;innovation;leadership;nature;politics;pollution;sustainability;trees;world cultures,Yes
2453,A prosecutor's vision for a better justice system,300,15,77,17,172,3133,573,943,7,519,67,5,1,424,13,1479016,315,957,2526,2.6394984326,big problems;choice;compassion;decision-making;education;government;inequality;law;leadership;policy;race;social change;society,Yes
2454,Simple hacks for life with Parkinson's,135,11,162,11,110,900,22,284,3,111,26,2,1,18,4,802130,326,417,983,2.35731414868,tedx;creativity;curiosity;design;empathy;family;illusion;india;innovation;invention;mobility;motivation;product design;simplicity,Yes
2455,You have no idea where camels really come from,75,573,85,54,487,2237,59,188,31,476,140,20,6,17,26,2084434,313,747,1736,2.32396251673,ancient world;animals;biology;curiosity;ecology;environment;evolution;history;life;nature;paleontology;science,Yes
2456,A conservative's plea,36,23,27,60,59,1066,142,331,19,152,13,20,13,93,78,1064102,319,854,2182,2.55503512881,debate;big problems;business;capitalism;collaboration;community;democracy;economics;global issues;government;identity;leadership;philosophy;policy;politics;social change;society,Yes
2457,The reporting system that sexual assault survivors want,68,3,121,42,25,1123,168,194,8,264,18,21,6,145,40,1155773,320,359,881,2.45403899721,ted fellows;activism;big problems;crime;design;innovation;interface design;product design;sex;social change;software;violence;women,Yes
2458,Inside the mind of a master procrastinator,593,6096,1519,252,1466,17976,1340,3608,49,1884,237,37,15,821,59,10298608,321,843,2247,2.66548042705,internet;brain;choice;comedy;decision-making;entertainment;goal-setting;humor;mind;online video;productivity;time;visualizations;work;writing,Yes
2459,A glimpse of the future through an augmented reality headset,52,21,128,50,279,1113,22,175,9,168,103,18,11,21,56,1455556,318,654,1812,2.77064220183,senses;augmented reality;brain;computers;creativity;cyborg;demo;design;engineering;entrepreneur;innovation;interface design;invention;neuroscience;potential;prediction;product design;technology;visualizations,Yes
246,Inventing instruments that unlock new music,203,1,106,31,166,1149,15,238,20,52,140,37,16,86,38,478983,3212,1241,3074,2.47703464948,creativity;demo;design;entertainment;health care;live music;music;technology;writing,No
2460,The unexpected benefit of celebrating failure,14,14,159,75,186,1418,78,526,8,178,39,16,10,98,17,2081354,291,932,2125,2.28004291845,big problems;collaboration;creativity;design;engineering;exploration;failure;future;global issues;invention;leadership;motivation;potential;product design;technology,Yes
2461,A futuristic vision of the age of holograms,140,19,142,64,490,1861,16,264,48,243,329,33,18,8,47,1802013,311,1145,2560,2.23580786026,nasa;communication;computers;creativity;design;engineering;exploration;future;innovation;interface design;invention;microsoft;potential;prediction;product design;technology;visualizations,Yes
2462,How young Africans found a voice on Twitter,51,24,21,26,49,638,33,239,2,103,6,0,0,81,3,937731,312,862,2021,2.34454756381,africa;internet;community;democracy;future;global development;global issues;government;identity;leadership;politics;potential,Yes
2464,The mind behind Linux,116,180,114,100,334,2241,49,632,55,504,26,5,18,104,4,1976041,297,1290,3430,2.65891472868,internet;code;communication;computers;data;engineering;interview;invention;programming;technology;web,Yes
2465,How a start-up in the White House is changing business as usual,29,17,27,23,45,604,43,166,11,144,13,19,9,44,14,922327,301,915,2428,2.65355191257,internet;big problems;code;future;government;health care;innovation;leadership;potential;programming;society;technology,Yes
2466,The magic ingredient that brings Pixar movies to life,860,104,120,59,524,2973,33,791,6,282,79,13,10,77,15,2378067,299,724,1915,2.64502762431,art;beauty;code;computers;design;entertainment;film;magic;programming;science;technology;visualizations,Yes
2467,A new superweapon in the fight against cancer,20,3,133,15,172,953,27,205,2,289,52,6,4,17,8,1326941,292,642,1398,2.17757009346,big problems;biomechanics;biotech;cancer;disease;engineering;genetics;health;invention;medical research;medicine;microbiology;nanoscale;science;technology,Yes
2468,The most mysterious star in the universe,50,33,31,46,485,1443,34,133,23,364,156,18,16,18,36,2174929,298,826,2010,2.43341404358,nasa;planets;astronomy;exploration;extraterrestrial life;nature;science;technology;universe,Yes
2469,How to get back to work after a career break,19,20,20,72,22,678,60,258,6,130,1,7,13,34,16,1432429,314,721,1819,2.52288488211,tedx;business;culture;economics;personal growth;success;work;work-life balance,Yes
247,The new open-source economics,27,7,93,105,258,1796,284,268,40,554,69,3,24,35,29,721408,3211,1072,2725,2.54197761194,google;business;collaboration;economics;law;social change;technology;wikipedia,Yes
2470,Two reasons companies fail -- and how to avoid them,13,18,44,88,69,1107,130,274,16,366,4,7,11,59,8,1598027,305,638,1334,2.09090909091,business;creativity;curiosity;goal-setting;innovation;motivation;potential;success;work,Yes
2471,How humans could evolve to survive in space,58,12,30,66,169,1081,43,183,21,262,25,15,13,46,138,1386242,306,771,1888,2.44876783398,planets;tedx;bacteria;biology;engineering;environment;evolution;exploration;future;innovation;intelligence;microbiology;nature;potential;science,Yes
2472,Why gun violence can't be our new normal,593,3,12,35,418,10087,2986,3066,10,1508,7,22,10,1275,142,1009332,307,818,2097,2.56356968215,debate;activism;big problems;children;choice;community;future;goal-setting;government;law;leadership;marketing;parenting;policy;social change;violence,Yes
2473,We can reprogram life. How to do it wisely,35,141,53,22,278,1401,181,162,6,394,48,15,5,33,28,1908741,285,889,2344,2.6366704162,dna;biodiversity;biology;brain;conservation;environment;evolution;future;genetics;global issues;history;humanity;life;nature;potential;science;sustainability,Yes
2474,The surprising habits of original thinkers,142,903,299,85,591,6669,597,2403,34,1224,64,19,11,270,27,4926858,304,925,2482,2.68324324324,business;creativity;curiosity;decision-making;exploration;failure;innovation;invention;leadership;motivation;personal growth;potential;success;work,Yes
